"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation","relation.1"
"GSM172415","Monocyte High PBM 11","GSM172415","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in low-PBM phase","Homo sapiens","Monocyte-High-PBM 11","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172415/suppl/GSM172415.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172416","Monocyte High PBM 12","GSM172416","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in low-PBM phase","Homo sapiens","Monocyte-High-PBM 12","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172416/suppl/GSM172416.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172417","Monocyte High PBM 13","GSM172417","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-High-PBM 13","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172417/suppl/GSM172417.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172418","Monocyte High PBM 14","GSM172418","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-High-PBM 14","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172418/suppl/GSM172418.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172419","Monocyte Low PBM 1","GSM172419","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 1","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172419/suppl/GSM172419.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172420","Monocyte Low PBM 2","GSM172420","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 2","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172420/suppl/GSM172420.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172421","Monocyte Low PBM 3","GSM172421","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 3","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172421/suppl/GSM172421.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172422","Monocyte Low PBM 4","GSM172422","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 4","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172422/suppl/GSM172422.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172423","Monocyte Low PBM 5","GSM172423","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 5","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172423/suppl/GSM172423.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172424","Monocyte Low PBM 6","GSM172424","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 6","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172424/suppl/GSM172424.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172425","Monocyte Low PBM 7","GSM172425","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 7","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172425/suppl/GSM172425.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172426","Monocyte Low PBM 8","GSM172426","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 8","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172426/suppl/GSM172426.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172427","Monocyte Low PBM 9","GSM172427","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 9","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172427/suppl/GSM172427.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172428","Monocyte Low PBM 10","GSM172428","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 10","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172428/suppl/GSM172428.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172429","Monocyte Low PBM 11","GSM172429","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 11","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172429/suppl/GSM172429.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
"GSM172430","Monocyte Low PBM 12","GSM172430","Public on Mar 01 2008","Feb 28 2007","Apr 15 2025","RNA","1","Circulating monocytes in high-PBM phase","Homo sapiens","Monocyte-Low-PBM 12","total RNA","Total RNA from monocytes was extracted using Qiagen kit (Qiagen, Inc., Valencia, CA) following the procedures recommended by the manufacturer. Experimental procedures for microarray assays were performed according to the manufacturer's protocol (Affymetrix, Santa Clara, CA). Briefly, RNA was converted to double-stranded cDNA.","biotin","In vitro transcription was performed to produce biotin-labeled cRNA (BioArray HighYield RNA Transcription Labeling Kit; Enzo Diagnostics).","9606","Biotinylated cRNA was cleaned, fragmented, and hybridized (Affymetrix Genechip Hybridization Oven 640) to Affymetrix HG-U133 plus2.0 GeneChips, containing about 38,500 human genes as represented by analysis of over 47,000 transcripts and variants.","Then, microarrays were washed (Affymetrix Fluidics Station 450), stained with phycoerythrin-streptavidin, and scanned using an Affymetrix scanner (Gene array Scanner 3000).","no additional information","GCOS 1.2 (GeneChip Operating Software) was used to process the probe-level raw data. We used the RMA (Robust Multiarray Average) algorithm molded in R package to transform the probe-level raw data into gene expression data.","GPL570","Shu-Feng,,Lei","lei@hunnu.edu.cn","86-731-8872791","Lab of Molecular and Statistical Genetics","College of Life Science","Hunan Normal University","Lushan Road 36","Changsha","Hunan","410081","China","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM172nnn/GSM172430/suppl/GSM172430.CEL.gz","54675","Reanalyzed by: GSE64985","Reanalyzed by: GSE119087"
